_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
112,A0803229,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2012-11-30,11 YEARS,2023-11-30,MED SEV,STRAY,OTC,,2023-12-12,RTF,,FERAL,1100 BLOCK MAXEY CT X LENARK DR,SAN JOSE,2023-12-12
113,A0803578,BEASTY,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2012-04-13,12 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-01-31,TRANSFER,OTHER AGEN,HEALTHY,,SAN JOSE,2024-01-31
114,A0803579,HARRY,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2012-04-13,12 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-02-06,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-02-06
115,A0803580,J.B,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2012-04-13,12 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-02-22,RESCUE,TOWN CATS,HEALTHY,,SAN JOSE,2024-02-22
116,A0803581,CALI,CAT,CALICO-TRI,WHITE,DOMESTIC SH,SPAYED,2012-04-13,12 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-01-12,ADOPTION,,HEALTHY,,SAN JOSE,2024-01-12
117,A0804474,TIPPED,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-16,MED M,STRAY,MEDVET,,2024-02-17,RTO,,MED M,BLK 2500 ABORN RD,SAN JOSE,2024-02-17
118,A0804483,SHILOH,DOG,BLACK,WHITE,SIBERIAN HUSKY,FEMALE,2011-12-24,11 YEARS,2023-07-28,DEAD,DISPO REQ,OTC,,2023-07-28,DISPOSAL,,DEAD,,,2023-07-28
119,A0804689,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-01-05,MED SEV,STRAY,OTC,,2024-01-05,EUTH,U MED SEV,MED SEV,STORY RD / LUCRETIA AVE,SAN JOSE,2024-01-07
120,A0808604,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-10-31,12 YEARS,2023-11-22,DEAD,DISPO REQ,OTC,,2023-11-22,DISPOSAL,,DEAD,,SAN JOSE,2023-11-22
121,A0808604,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-10-31,12 YEARS,2023-10-26,MED R,STRAY,OTC,,2023-11-05,RTF,,FERAL,N 15TH ST X E JULIAN ST,SAN JOSE,2023-11-05
122,A0810328,JACKSON,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,2012-09-06,11 YEARS,2023-12-19,DEAD,DISPO REQ,OTC,,2023-12-19,DISPOSAL,,DEAD,,SAN JOSE,2023-12-19
123,A0814729,MACHETE,DOG,BLACK,,DACHSHUND,NEUTERED,,NO AGE,2024-06-19,HEALTHY,STRAY,OTC,,2024-06-20,RTO,,HEALTHY,CIMARRON RIVER CT,SAN JOSE,2024-06-20
124,A0815295,CHARITA,DOG,WHITE,BLACK,POODLE MIN,SPAYED,2012-11-10,11 YEARS,2023-10-29,MED M,STRAY,FIELD,,2023-11-07,RTO,NOTICE,MED M,1100 BLOCK S 7TH,SAN JOSE,2023-11-07
125,A0816088,PACO,DOG,BROWN,,DACHSHUND,MALE,,NO AGE,2024-03-15,DEAD,DISPO REQ,OTC,,2024-03-15,DISPOSAL,,DEAD,,SAN JOSE,2024-03-15
126,A0817659,DUDLEY,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2008-07-31,16 YEARS,2023-11-12,MED SEV,DISPO REQ,OTC,,2023-11-12,REQ EUTH,U MED SEV,MED SEV,WALNUT GROVE,SAN JOSE,2023-11-12
127,A0819115,CARL,DOG,BLACK,WHITE,CHIHUAHUA SH,MALE,2011-10-26,13 YEARS,2024-03-24,MED M,CONFISCATE,POLICE,,2024-04-16,RESCUE,MUTTVILLE,MED M,,LOS GATOS,2024-04-16
128,A0819191,MIA,DOG,WHITE,BROWN,SHIH TZU,SPAYED,2012-04-05,12 YEARS,2023-10-26,MED R,STRAY,OTC,,2023-10-27,RTO,,HEALTHY,KING RD / JESSICA WAY,SAN JOSE,2023-10-27
129,A0823056,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2011-08-11,12 YEARS,2023-08-08,MED R,STRAY,OTC,,2023-08-18,RTF,,FERAL,SADDLEBROOK DR,SAN JOSE,2023-08-18
130,A0823056,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2011-08-11,12 YEARS,2024-03-05,MED SEV,STRAY,OTC,,2024-03-07,EUTH,U MED SEV,MED SEV,SADDLEBROOK DRX MARJON BLVD,SAN JOSE,2024-03-07
131,A0826193,POOKIE,CAT,PT-SEAL,,SIAMESE,SPAYED,2004-07-12,19 YEARS,2024-04-24,MED M,STRAY,FIELD,,2024-04-24,RTO,MICROCHIP,MED M,KENLAND DR X SOUTHSIDE,SAN JOSE,2024-04-24
132,A0826361,SUSHI,DOG,WHITE,,POODLE MIN,MALE,2008-09-29,15 YEARS,2024-01-19,DEAD,DISPO REQ,OTC OWNED,,2024-01-19,DISPOSAL,,DEAD,,SAN JOSE,2024-01-19
133,A0828804,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2023-08-05,DEAD,DISPO REQ,FIELD,,2023-08-05,DISPOSAL,,DEAD,BLOCK OF MANTON,SAN JOSE,2023-08-05
134,A0829175,BEHR,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2012-06-16,12 YEARS,2024-04-11,HEALTHY,OWNER SUR,OTC,,2024-07-02,RESCUE,ANDREASD,HEALTHY,,SAN JOSE,2024-07-02
135,A0829364,ORANGE,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2011-10-21,12 YEARS,2023-07-21,MED R,STRAY,OTC,,2023-07-21,RTO,NEXT DOOR,MED R,GLENROY DR/CEFALU DR,SAN JOSE,2023-07-24
136,A0829933,LOLA,DOG,WHITE,,MALTESE,FEMALE,2009-04-23,15 YEARS,2024-06-18,MED R,STRAY,OTC,IP ADOPT,2024-06-22,RTO,,,SALMON CREEK CT X SQUERI DR,SAN JOSE,2024-06-22
137,A0831497,CODY,DOG,WHITE,BLACK,RAT TERRIER,NEUTERED,2006-08-11,17 YEARS,2023-12-09,DEAD,DISPO REQ,OTC,,2023-12-09,DISPOSAL,,DEAD,,SAN JOSE,2023-12-09
138,A0832715,G. C.,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2012-03-01,11 YEARS,2023-11-24,MED SEV,STRAY,OTC,,2023-11-24,EUTH,U MED SEV,MED SEV,MCGINESS AVE / SUSSEX DR,SAN JOSE,2023-11-24
139,A0834764,DALLAS,DOG,BROWN,BLACK,GERM SHEPHERD,MALE,2012-11-24,10 YEARS,2023-10-19,DEAD,DISPO REQ,OTC OWNED,,2023-10-19,DISPOSAL,,DEAD,,SAN JOSE,2023-10-19
140,A0838232,ZEUS,DOG,RED,,CHOW CHOW,NEUTERED,2012-08-04,12 YEARS,2024-02-18,HEALTHY,STRAY,FIELD,,2024-02-20,RTO,MICROCHIP,HEALTHY,EDELWEISS DR / MEG DR,SAN JOSE,2024-02-20
141,A0838420,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2023-12-27,MED SEV,STRAY,MEDVET,IP ADOPT,2023-12-29,EUTH,U MED SEV,MED SEV,1600 BLOCK BOWLING GREEN X KING,SAN JOSE,2023-12-29
142,A0839188,TYSON,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2012-05-01,12 YEARS,2024-01-14,MED M,STRAY,OTC,IP ADOPT,2024-05-17,EUTH,U CANCER,MED SEV,SAN IGNACIO AVE/GREAT OAKS,SAN JOSE,2024-05-17
143,A0839188,TYSON,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2012-05-01,12 YEARS,2023-11-22,HEALTHY,STRAY,OTC,,2023-12-03,ADOPTION,WALK IN,,CURTNER AVE,SAN JOSE,2023-12-03
144,A0839710,MICKEY,DOG,BLACK,TAN,YORKSHIRE TERR,NEUTERED,2013-09-21,10 YEARS,2023-09-21,DEAD,DISPO REQ,OTC OWNED,,2023-09-21,DISPOSAL,,DEAD,,SAN JOSE,2023-09-21
145,A0840366,PENNY,CAT,TORBI-DIL,,DOMESTIC MH,SPAYED,2013-04-17,10 YEARS,2024-01-02,MED SEV,STRAY,MEDVET,,2024-01-10,EUTH,U MED SEV,MED SEV,YOSEMITE / SHENANDOAH,MILPITAS,2024-03-07
146,A0841393,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2023-09-23,MED R,STRAY,OTC,,2023-09-29,EUTH,U MED SEV,,AIELLO DR / UMBARGER RD,SAN JOSE,2023-09-29
147,A0842077,BANDIT,CAT,TORTIE-B\O,,DOMESTIC MH,SPAYED,2008-05-20,15 YEARS,2024-03-11,DEAD,DISPO REQ,OTC OWNED,,2024-03-11,DISPOSAL,,DEAD,,SAN JOSE,2024-03-11
148,A0848235,,CAT,TORBI-BRN,WHITE,DOMESTIC MH,SPAYED,2012-10-28,12 YEARS,2023-10-27,MED SEV,STRAY,OTC,,2023-11-10,RTF,,FERAL,SANTA TERESA BLVD/SAN JOSE IGNACIO AVE,SAN JOSE,2023-11-10
149,A0848980,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-11-09,MED SEV,STRAY,OTC,,2023-11-09,EUTH,U MED EMRG,MED EMERG,OAKLAND AVE X STOWE AVE,SAN JOSE,2023-11-09
150,A0849399,PRISCILLA,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2012-04-07,12 YEARS,2024-04-07,MED M,STRAY,FIELD,,2024-07-22,RESCUE,ANDREASD,MED M,E SAN ANTONIO ST /  S 31ST ST,SAN JOSE,2024-07-23
151,A0849488,,CAT,GRAY,,DOMESTIC SH,NEUTERED,2013-04-21,10 YEARS,2024-01-17,MED SEV,STRAY,OTC,,2024-01-19,EUTH,U MED SEV,MED SEV,N 21ST ST,SAN JOSE,2024-03-07
152,A0850656,SASHA,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2013-06-30,10 YEARS,2023-09-26,AGGRESSIVE,OWNER SUR,FIELD,,2023-09-26,REQ EUTH,U AGG BIU,BEH U,,SAN JOSE,2023-09-26
153,A0851438,TOODLES,DOG,TAN,WHITE,MALTESE,MALE,2012-12-12,11 YEARS,2023-08-01,HEALTHY,STRAY,OTC,,2023-08-02,RTO,MICROCHIP,HEALTHY,MONDIGO AVE,SAN JOSE,2023-08-02
154,A0853199,,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,,NO AGE,2024-05-30,DEAD,DISPO REQ,OTC,,2024-05-30,DISPOSAL,,DEAD,1500 BLOCK SAN JOAQUIN AVE,SAN JOSE,2024-05-30
155,A0868907,SCOOTER,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2012-09-01,12 YEARS,2024-04-11,HEALTHY,OWNER SUR,OTC,,2024-04-21,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-21
156,A0870454,REX,DOG,BLACK,TRICOLOR,SCHNAUZER MIN,NEUTERED,2014-05-20,10 YEARS,2024-05-20,HEALTHY,STRAY,OTC,,2024-05-21,RTO,,,STORY RD X GRIFFITH ST,SAN JOSE,2024-05-21
157,A0870468,TOBY,DOG,BROWN,WHITE,MALTESE,NEUTERED,2012-10-04,12 YEARS,2023-07-03,HEALTHY,STRAY,OTC,,2023-08-28,RTO,,HEALTHY,SUGAR MAPLE DR X SNELL AVE,SAN JOSE,2023-08-28
158,A0870591,HERCULES,DOG,FAWN,WHITE,BOXER,MALE,2013-02-25,10 YEARS,2023-11-06,DEAD,DISPO REQ,OTC OWNED,,2023-11-06,DISPOSAL,,DEAD,,,2023-11-06
159,A0871416,OREO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2013-05-16,11 YEARS,2024-01-16,HEALTHY,OWNER SUR,OTC,,2024-02-20,FOSTER,,HEALTHY,,MILPITAS,2024-02-20
160,A0871416,OREO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2013-05-16,11 YEARS,2024-03-19,HEALTHY,FOSTER,,,2024-07-22,FOSTER,,HEALTHY,WILSON WAY/N MILPITAS BLVD,MILPITAS,2024-07-22
161,A0873369,CANDY GIRL,DOG,BLACK,TAN,ROTTWEILER,SPAYED,2013-07-01,10 YEARS,2023-10-26,DEAD,DISPO REQ,OTC OWNED,,2023-10-26,DISPOSAL,,DEAD,,SAN JOSE,2023-10-26
162,A0874176,JOEY,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2010-11-10,13 YEARS,2024-06-12,HEALTHY,STRAY,OTC,,2024-06-12,RTO,,HEALTHY,NIEMAN BLVD / CALLE DE LAS FLORES,SAN JOSE,2024-06-12
163,A0874939,ZOEY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2013-04-14,11 YEARS,2023-12-07,MED R,OWNER SUR,OTC,,2023-12-19,RESCUE,TAILSGRAY,MED R,,SAN JOSE,2023-12-19
164,A0875451,ARIA,DOG,TAN,WHITE,LABRADOR RETR,SPAYED,2013-06-20,11 YEARS,2023-08-12,HEALTHY,STRAY,OTC,,2023-08-12,RTO,,,CAMDEN AVE/ VIA VALIENTE,SAN JOSE,2023-08-12
165,A0876407,FRASIER,DOG,WHITE,BLACK,FOX TERR SMOOTH,NEUTERED,2013-02-03,11 YEARS,2024-02-10,HEALTHY,STRAY,OTC,,2024-02-12,RTO,WALK IN,HEALTHY,,SAN JOSE,2024-02-12
166,A0876433,PAM,DOG,CREAM,,COCKER SPAN,SPAYED,2013-08-18,11 YEARS,2023-07-24,MED R,STRAY,MEDVET,,2023-07-24,RTO,,MED R,1400 BLOCK BAHAMA WAY,SAN JOSE,2023-07-24
167,A0877674,BOB,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-08-25,13 YEARS,2023-08-22,MED R,STRAY,OTC,,2023-09-10,RTF,,FERAL,2700 BLOCK MONTEREY RD,SAN JOSE,2023-09-10
168,A0877674,BOB,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-08-25,13 YEARS,2023-11-05,MED R,STRAY,OTC,,2023-11-30,RTF,,DEAD,2700 BLOCK MONTEREY RD,SAN JOSE,2023-11-30
169,A0877674,BOB,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-08-25,13 YEARS,2024-04-03,FERAL,STRAY,OTC,,2024-04-03,FOSTER,,FERAL,MONTEREY RD /UMBARGER RD,SAN JOSE,2024-04-03
170,A0878720,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-05-28,DEAD,DISPO REQ,FIELD,,,,,,MONTEREY / CURTNER,SAN JOSE,2024-07-16
171,A0879142,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-06-09,DEAD,DISPO REQ,FIELD,,2024-06-09,DISPOSAL,,DEAD,JENNINGS X SINGLETON,SAN JOSE,2024-06-09
172,A0879820,SONIA,DOG,CREAM,,CHIHUAHUA SH,SPAYED,2013-10-30,10 YEARS,2023-12-03,DEAD,DISPO REQ,OTC OWNED,,2023-12-03,DISPOSAL,,DEAD,,SAN JOSE,2023-12-03
173,A0880265,BORIS SWEET,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2013-09-20,11 YEARS,2024-02-14,HEALTHY,CONFISCATE,EVICTION,,2024-03-02,ADOPTION,,HEALTHY,,SAN JOSE,2024-03-02
174,A0881187,WALLY,DOG,TAN,,POODLE MIN,NEUTERED,2013-01-03,11 YEARS,2023-12-13,HEALTHY,OWNER SUR,OTC,,2023-12-19,FOSTER,,HEALTHY,,SAN JOSE,2024-01-21
175,A0881187,WALLY,DOG,TAN,,POODLE MIN,NEUTERED,2013-01-03,11 YEARS,2024-01-23,HEALTHY,FOSTER,,,2024-01-23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-01-23
176,A0881620,DICKENS,DOG,WHITE,,MALTESE,NEUTERED,2007-10-31,17 YEARS,2023-09-11,MED M,STRAY,MEDVET,,2023-09-11,RTO,,MED M,1100 BLK DEL CAMBRE ST,SAN JOSE,2023-09-13
177,A0881715,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,2014-02-14,10 YEARS,2024-02-14,MED SEV,STRAY,OTC,,2024-02-14,EUTH,U MED EMRG,MED EMERG,S 7TH ST X TULLY RD,SAN JOSE,2024-02-14
178,A0882392,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-01-31,MED EMERG,STRAY,FIELD,,2024-01-31,EUTH,U MED EMRG,MED EMERG,HOLLYWOOD AVE/ ROSE ST,SAN JOSE,2024-01-31
179,A0882681,SAMMY,DOG,BLACK,TAN,MIN PINSCHER,NEUTERED,2013-02-08,11 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-08-01,RESCUE,MUTTVILLE,HEALTHY,,SAN JOSE,2023-08-01
180,A0883128,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-05-15,MED R,STRAY,OTC,,2024-05-22,RTF,,FERAL,S MORRISON AVE/ PARK AVE,SAN JOSE,2024-05-22
181,A0883227,,CAT,TORBI-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-11-03,DEAD,DISPO REQ,OTC,,2023-11-03,DISPOSAL,,DEAD,SENTER RD / E CAPITOL EXPY,SAN JOSE,2023-11-03
182,A0883967,CARROLL,DOG,BROWN,TAN,POODLE MIN,NEUTERED,2013-04-10,11 YEARS,2024-06-16,HEALTHY,STRAY,OTC,,2024-06-17,RTO,WALK IN,HEALTHY,ALMDADEN EXPY,SAN JOSE,2024-06-17
183,A0884007,ZIGGY,DOG,WHITE,,MALTESE,NEUTERED,2010-09-08,14 YEARS,2023-10-19,HEALTHY,FOSTER,,,2023-10-19,FOSTER,,HEALTHY,,SAN JOSE,2023-10-19
184,A0886220,SONNY BOY,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2013-09-16,11 YEARS,2023-11-02,HEALTHY,OWNER SUR,OTC,,2023-11-08,FOSTER,,,,SAN JOSE,2023-11-08
185,A0886220,SONNY BOY,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2013-09-16,11 YEARS,2023-11-21,HEALTHY,FOSTER,,,2023-11-24,FOSTER,,,,SAN JOSE,2023-12-04
186,A0886220,SONNY BOY,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2013-09-16,11 YEARS,2023-12-08,HEALTHY,FOSTER,,,2024-01-23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-01-23
187,A0886232,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-05-16,MED SEV,STRAY,OTC,,2024-05-16,EUTH,U MED SEV,MED SEV,1600 BLK CRANE CT / BERING DR,SAN JOSE,2024-05-16
188,A0886835,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2023-12-22,MED SEV,STRAY,OTC,,2023-12-22,EUTH,U MED SEV,MED SEV,2700 BLOCK FLORENCE AVE/ S CAPITOL AVE,SAN JOSE,2023-12-22
189,A0886889,BO,DOG,TAN,WHITE,SIBERIAN HUSKY,NEUTERED,2013-05-08,11 YEARS,2024-04-13,MED R,STRAY,OTC,IP ADOPT,2024-04-20,FOSTER,,MED R,OLD PIEDMONT RD,SAN JOSE,2024-04-20
190,A0886889,BO,DOG,TAN,WHITE,SIBERIAN HUSKY,NEUTERED,2013-05-08,11 YEARS,2024-05-06,HEALTHY,FOSTER,,,2024-05-06,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-05-06
191,A0887586,ALLISON,DOG,BLACK,WHITE,PIT BULL,SPAYED,2011-09-16,13 YEARS,2023-09-09,HEALTHY,STRAY,OTC,,2023-09-11,RTO,WALK IN,HEALTHY,PESCADERO DR X CAHALAN AVE,SAN JOSE,2023-09-11
192,A0887892,,CAT,TABBY-BRN,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2024-03-01,DEAD,DISPO REQ,OTC,,2024-03-01,DISPOSAL,,DEAD,E HEDDING ST / N 8TH ST,SAN JOSE,2024-03-01
193,A0890855,BOXER,DOG,BROWN,WHITE,ENG BULLDOG,MALE,2013-11-11,10 YEARS,2024-06-15,HEALTHY,STRAY,OTC,,2024-06-25,FOSTER,,HEALTHY,CHRISTOPHER ST/KING RD,SAN JOSE,2024-06-25
194,A0891115,,CAT,BLACK,WHITE,DOMESTIC LH,NEUTERED,,NO AGE,2023-07-20,DEAD,DISPO REQ,OTC OWNED,,2023-07-20,DISPOSAL,,DEAD,,SAN JOSE,2023-07-20
195,A0891467,ANUBIS,DOG,WHITE,BRINDLE-BN,BULL TERRIER,NEUTERED,2011-03-27,13 YEARS,2023-10-29,MED R,STRAY,OTC,,2023-11-07,RTO,NOTICE,MED R,SHERMAN ST/HUMBOLDT ST,SAN JOSE,2023-11-07
196,A0892960,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-01-03,DEAD,DISPO REQ,OTC,,2024-01-03,DISPOSAL,,DEAD,KENOGA DR/SHELOCK DR,SAN JOSE,2024-01-03
197,A0893655,BUDDY,DOG,TAN,WHITE,CHIHUAHUA SH,MALE,2021-01-16,3 YEARS,2024-01-14,HEALTHY,CONFISCATE,POLICE,,2024-01-18,RTO,WALK IN,HEALTHY,,SAN JOSE,2024-01-18
198,A0896263,,CAT,BLACK,,DOMESTIC MH,SPAYED,,NO AGE,2023-12-20,DEAD,DISPO REQ,OTC,,2023-12-20,DISPOSAL,,DEAD,HELLYER PL/STOWE AVE,SAN JOSE,2023-12-29
199,A0896514,PENNY,DOG,RED,,DACHSHUND LH,SPAYED,2010-05-19,13 YEARS,2024-03-03,DEAD,DISPO REQ,OTC,,2024-03-03,DISPOSAL,,DEAD,,SAN JOSE,2024-03-03
200,A0896517,HANSEL,DOG,TAN,,POMERANIAN,NEUTERED,2014-07-16,10 YEARS,2023-11-05,HEALTHY,RETURN,OTC,,2023-11-12,ADOPTION,WEBSITE,HEALTHY,,SAN JOSE,2023-11-12
201,A0896517,HANSEL,DOG,TAN,,POMERANIAN,NEUTERED,2014-07-16,10 YEARS,2023-07-13,HEALTHY,STRAY,OTC,,2023-07-29,ADOPTION,,HEALTHY,S 22ND STREET / E SAN ANTONIO STREET,,2023-11-12
202,A0898982,BAXTER,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,2012-05-05,12 YEARS,2024-04-30,MED R,STRAY,OTC,,2024-05-16,RESCUE,MUTTVILLE,MED R,E BROKAW RD X ZANKER RD,SAN JOSE,2024-05-16
203,A0899257,SPIRIT,CAT,BLACK,,DOMESTIC SH,SPAYED,2014-04-27,10 YEARS,2024-06-17,HEALTHY,OWNER SUR,OTC,,2024-06-30,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-06-30
204,A0899707,PENNY,CAT,GRAY,,DOMESTIC SH,FEMALE,2011-02-11,13 YEARS,2024-01-06,DEAD,DISPO REQ,OTC OWNED,,2024-02-29,DISPOSAL,,DEAD,,SAN JOSE,2024-02-29
205,A0901409,,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2010-09-05,13 YEARS,2023-09-05,MED M,STRAY,MEDVET,,2023-09-07,EUTH,U MED SEV,MED SEV,300 BLK PRINAVERA DR,SAN JOSE,2023-09-11
206,A0902955,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2013-03-01,11 YEARS,2024-02-29,MED EMERG,STRAY,MEDVET,,2024-03-02,EUTH,U MED SEV,DEAD,2200 BLOCK SENTER RD,SAN JOSE,2024-03-03
207,A0904444,BONNIE,DOG,WHITE,,MALTESE,NEUTERED,2012-01-12,12 YEARS,2024-02-02,DEAD,DISPO REQ,OTC OWNED,,2024-02-02,DISPOSAL,,DEAD,,SAN JOSE,2024-02-02
208,A0905281,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-04-15,MED SEV,STRAY,OTC,,2024-04-15,EUTH,U MED SEV,MED SEV,2700 BLK MONTEREY RD / UMBARGER RD,SAN JOSE,2024-04-15
209,A0905287,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-12-08,MED EMERG,STRAY,OTC,,2023-12-08,EUTH,U MED EMRG,MED EMERG,PACIFIC RIM LN X YERBA BUENA AVE,SAN JOSE,2023-12-08
210,A0906292,CHUCKIE,DOG,WHITE,,POODLE MIN,NEUTERED,2012-01-22,12 YEARS,2024-01-12,MED R,STRAY,FIELD,,2024-01-14,RTO,MICROCHIP,MED R,2000 BLOCK EMORY ST,SAN JOSE,2024-01-14
211,A0907117,BROCKS,DOG,BLACK,TAN,CHIHUAHUA LH,NEUTERED,2007-07-31,17 YEARS,2024-03-15,MED M,STRAY,OTC,,2024-03-19,RTO,,,ALMADEN EXPY/CAMDEN AVE,SAN JOSE,2024-03-19
212,A0909899,CHARLIE,DOG,WHITE,TAN,MALTESE,NEUTERED,2014-04-10,10 YEARS,2024-03-25,HEALTHY,STRAY,OTC,,2024-03-25,FOSTER,,HEALTHY,MANDARIN WAY/CATHAY,SAN JOSE,2024-03-25
213,A0909899,CHARLIE,DOG,WHITE,TAN,MALTESE,NEUTERED,2014-04-10,10 YEARS,2024-03-26,HEALTHY,FOSTER,,,2024-03-26,RTO,,HEALTHY,,SAN JOSE,2024-03-26
214,A0910001,NEMO,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2014-04-28,10 YEARS,2023-12-22,MED R,OWNER SUR,OTC,,2024-01-26,RESCUE,KITCAT,,,SAN JOSE,2024-01-26
215,A0910703,DAPHNE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2014-04-18,10 YEARS,2023-11-29,MED M,OWNER SUR,OTC,,2024-01-05,ADOPTION,,MED M,,MILPITAS,2024-01-05
216,A0910703,DAPHNE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2014-04-18,10 YEARS,2023-11-29,MED M,STRAY,OTC,,2023-11-29,RTO,SURRENDER,MED M,1100 BLOCK CHAMPAGNE LN X SUNCREST AVE,SAN JOSE,2023-11-29
217,A0913110,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2014-07-31,10 YEARS,2023-09-13,MED R,STRAY,OTC,,2023-09-15,RTF,,HEALTHY,14600 BLOCK OKA RD,LOS GATOS,2023-09-15
218,A0914116,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-06-21,MED R,STRAY,OTC,,2024-06-21,EUTH,U MED SEV,MED EMERG,BELMONT AVE/ MINNESOTA AVE,SAN JOSE,2024-06-22
219,A0915000,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-03-30,MED R,STRAY,FIELD,,2024-04-03,EUTH,U MED SEV,MED SEV,HOLY CON CIR X BRANHAM LN,SAN JOSE,2024-04-03
220,A0916586,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2014-05-24,10 YEARS,2024-06-22,MED R,STRAY,OTC,IP ADOPT,2024-07-16,RTF,,MED R,ANGIE AVE,SAN JOSE,2024-07-17
221,A0917201,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-10-06,MED SEV,STRAY,OTC,,2023-10-06,EUTH,U CANCER,MED SEV,SKYWAY DR/HOUNDSHAVEN WAY,SAN JOSE,2023-10-06
